userid,timestamp,orientation,touch_event_type,touch_x,touch_y,touch_pressure,touch_size,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809171000000,,move,199.962,1339.92,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809188000000,,move,199.962,1383.05,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809204000000,,move,196.963,1415.88,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809221000000,,move,194.422,1441.39,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809238000000,,move,193.964,1455.77,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809254000000,,move,193.964,1475.77,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809271000000,,move,193.964,1501.28,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809288000000,,move,193.964,1517.8,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809304000000,,move,193.964,1529.81,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809317000000,,move,193.964,1535.4,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809337000000,,move,193.964,1536.89,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809365000000,,move,193.964,1543.93,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809388000000,,move,193.964,1549.31,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809400000000,,move,193.964,1552.91,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809472000000,,move,189.976,1550.91,1,0.000000596046,,,,,,
qVaPGeVuG3ODothSZUPTAt3OvpO2,1736698809488000000,,up,189.976,1550.91,1,0.000000596046,,,,,,
